source,indicator_code,indicator_name,country,year,value
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2001,3.21565753506977
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2002,2.22070502562137
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2003,2.3777576671811
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2004,2.0001628964787
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2005,1.95966396539679
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2006,1.90182128285749
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2007,3.5175166973129
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2008,2.71127181000311
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2009,2.92355415980151
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2010,1.81897202342465
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2011,4.20127651183029
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2012,2.22540068514517
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2013,3.74085607932619
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2014,3.31904421353417
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2015,6.85124098701507
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2016,5.17880132620963
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2017,7.27335555300642
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2018,2.60563229837277
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2019,2.31211211146102
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2020,2.41393222802876
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2021,3.11492561747141
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2022,1.98946076043536
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2023,2.27715131661601
World Bank WDI/WGI CSV download,BX.KLT.DINV.WD.GD.ZS,"FDI net inflows, % of GDP",MMR,2024,1.47879223317634
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,1996,-2.55130348205566
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,1998,-2.2686000704765403
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2000,-2.3146049618721003
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2002,-2.21514474153519
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2003,-2.50340152978897
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2004,-2.80483094453812
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2005,-2.61916115283965
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2006,-2.82161347866059
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2007,-2.76347619295121
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2008,-2.7467682361602703
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2009,-2.82143453359603
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2010,-2.84377490282059
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2011,-2.7109713196754397
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2012,-1.81864584684371
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2013,-1.71039686203003
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2014,-1.5030717849731399
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2015,-1.4447964608669301
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2016,-1.08471115231514
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2017,-0.998354882001877
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2018,-1.03505102396011
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2019,-1.0904610812664
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2020,-1.14988120794296
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2021,-1.7756762742996202
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2022,-1.61220428943634
World Bank WDI/WGI CSV download,CC.EST,"WGI: Control of Corruption, estimate",MMR,2023,-0.851549530029296
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2000,41.9
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2001,43.0
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2002,47.0
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2003,45.1
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2004,46.2
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2005,47.3
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2006,48.4
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2007,49.5
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2008,50.6
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2009,51.8
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2010,48.8
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2011,54.1
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2012,55.3
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2013,56.5
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2014,52.0
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2015,60.5
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2016,55.6
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2017,69.8
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2018,66.1
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2019,68.3
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2020,70.4
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2021,72.5
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2022,73.6
World Bank WDI/WGI CSV download,EG.ELC.ACCS.ZS,"Access to electricity, % of population",MMR,2023,76.8
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,1995,7.58156132747065
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,1996,9.56425667314831
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,1997,10.3188987314975
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,1998,9.69920038564372
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,1999,8.09772088096716
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2000,9.51740928593184
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2001,11.002171582463
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2002,10.344847140877
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2003,4.095681213224
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2004,4.74016289477332
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2005,4.65705970100153
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2006,3.87713991831058
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2007,3.42373646489974
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2008,3.12110290159629
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2009,3.4721769114853
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2010,4.76695378512293
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2011,6.74676206403601
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2012,9.31026614508286
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2013,12.8385297285065
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2014,15.5752436663979
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2015,18.1305513861133
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2016,22.0063669806599
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2017,24.50054608091
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2018,26.2093085820638
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2019,26.6379014764853
World Bank WDI/WGI CSV download,FS.AST.PRVT.GD.ZS,"Domestic credit to private sector, % of GDP",MMR,2020,28.9828999467009
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,1995,6.37938646898032
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,1996,6.84802646531478
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,1997,7.67184542509261
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,1998,7.20516394827603
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,1999,5.60119069359728
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2000,5.25127485939087
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2001,4.57227761288365
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2002,4.96011318385281
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2003,4.9777128995997
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2004,6.46875895101498
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2005,6.66748304643303
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2012,19.7007501337319
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2013,20.0136948721279
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2014,22.0275608393637
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2015,18.5063974234776
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2016,16.789835742121
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2017,15.9852528823652
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2018,7.01300899608592
World Bank WDI/WGI CSV download,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants, % of GDP",MMR,2019,14.3891961645863
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,1995,3.74448720005159
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,1996,3.9593171544736
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,1997,4.41523918074799
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,1998,3.51930951883989
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,1999,2.75274845684649
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2000,2.96650745818451
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2001,2.25714041101971
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2002,2.0010471703619
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2003,2.21041186420545
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2004,3.27245665609108
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2005,3.88177835640941
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2012,4.52409369741194
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2013,5.52956758874506
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2014,5.84092892509683
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2015,6.01128503979227
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2016,7.17585983640205
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2017,6.07774232896579
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2018,2.75697125272766
World Bank WDI/WGI CSV download,GC.TAX.TOTL.GD.ZS,"Tax revenue, % of GDP",MMR,2019,6.01765247726484
World Bank WDI/WGI CSV download,GC.XPN.INTP.RV.ZS,"Interest payments, % of revenue",MMR,2012,6.7426178287944
World Bank WDI/WGI CSV download,GC.XPN.INTP.RV.ZS,"Interest payments, % of revenue",MMR,2013,6.54237562544988
World Bank WDI/WGI CSV download,GC.XPN.INTP.RV.ZS,"Interest payments, % of revenue",MMR,2014,6.03031348580595
World Bank WDI/WGI CSV download,GC.XPN.INTP.RV.ZS,"Interest payments, % of revenue",MMR,2015,6.29137217722853
World Bank WDI/WGI CSV download,GC.XPN.INTP.RV.ZS,"Interest payments, % of revenue",MMR,2016,7.59522767740611
World Bank WDI/WGI CSV download,GC.XPN.INTP.RV.ZS,"Interest payments, % of revenue",MMR,2017,8.85396756453864
World Bank WDI/WGI CSV download,GC.XPN.INTP.RV.ZS,"Interest payments, % of revenue",MMR,2018,10.3799013458567
World Bank WDI/WGI CSV download,GC.XPN.INTP.RV.ZS,"Interest payments, % of revenue",MMR,2019,9.55530955337015
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2003,3.05760962946427
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2004,3.64395423975417
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2005,2.80606806409765
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2012,10.5504277139389
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2013,14.0348673040125
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2014,16.4944873473396
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2015,17.0397019631168
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2016,15.3475412654351
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2017,16.9198889367861
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2018,6.38116100422309
World Bank WDI/WGI CSV download,GC.XPN.TOTL.GD.ZS,"Government expenses, % of GDP",MMR,2019,13.7755198098588
World Bank WDI/WGI CSV download,GE.EST,"WGI: Government Effectiveness, estimate",MMR,1996,-2.05290925502777
World Bank WDI/WGI CSV download,GE.EST,"WGI: Government Effectiveness, estimate",MMR,1998,-2.02423893213272
World Bank WDI/WGI CSV download,GE.EST,"WGI: Government Effectiveness, estimate",MMR,2000,-2.05105191469193
World Bank WDI/WGI CSV download,GE.EST,"WGI: Government Effectiveness, estimate",MMR,2002,-2.2738478422165
World Bank WDI/WGI CSV download,GE.EST,"WGI: Government Effectiveness, estimate",MMR,2003,-2.19627118110656
World Bank WDI/WGI CSV download,GE.EST,"WGI: Government Effectiveness, estimate",MMR,2004,-2.67792698144912
World Bank WDI/WGI CSV download,GE.EST,"WGI: Government Effectiveness, estimate",MMR,2005,-2.61132460832596
