source,indicator_code,indicator_name,country,year,value,sex,classif1,classif2,note_source
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,9334.86,SEX_F,AGE_YTHADULT_YGE15,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6492.11,SEX_F,AGE_YTHADULT_YGE15,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2842.75,SEX_F,AGE_YTHADULT_YGE15,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,9175.034,SEX_F,AGE_YTHADULT_Y15-64,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6372.949,SEX_F,AGE_YTHADULT_Y15-64,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2802.086,SEX_F,AGE_YTHADULT_Y15-64,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1797.432,SEX_F,AGE_YTHADULT_Y15-24,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1305.09,SEX_F,AGE_YTHADULT_Y15-24,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,492.342,SEX_F,AGE_YTHADULT_Y15-24,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,7537.428,SEX_F,AGE_YTHADULT_YGE25,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,5187.02,SEX_F,AGE_YTHADULT_YGE25,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2350.408,SEX_F,AGE_YTHADULT_YGE25,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,22608.497,SEX_T,AGE_AGGREGATE_YGE15,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,15984.443,SEX_T,AGE_AGGREGATE_YGE15,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6624.054,SEX_T,AGE_AGGREGATE_YGE15,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,4000.183,SEX_T,AGE_AGGREGATE_Y15-24,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2923.991,SEX_T,AGE_AGGREGATE_Y15-24,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1076.191,SEX_T,AGE_AGGREGATE_Y15-24,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,15794.386,SEX_T,AGE_AGGREGATE_Y25-54,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,11026.289,SEX_T,AGE_AGGREGATE_Y25-54,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,4768.097,SEX_T,AGE_AGGREGATE_Y25-54,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2280.971,SEX_T,AGE_AGGREGATE_Y55-64,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1634.204,SEX_T,AGE_AGGREGATE_Y55-64,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,646.768,SEX_T,AGE_AGGREGATE_Y55-64,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,532.958,SEX_T,AGE_AGGREGATE_YGE65,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,399.96,SEX_T,AGE_AGGREGATE_YGE65,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,132.998,SEX_T,AGE_AGGREGATE_YGE65,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,13273.637,SEX_M,AGE_AGGREGATE_YGE15,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,9492.333,SEX_M,AGE_AGGREGATE_YGE15,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,3781.303,SEX_M,AGE_AGGREGATE_YGE15,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2202.75,SEX_M,AGE_AGGREGATE_Y15-24,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1618.901,SEX_M,AGE_AGGREGATE_Y15-24,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,583.849,SEX_M,AGE_AGGREGATE_Y15-24,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,9194.278,SEX_M,AGE_AGGREGATE_Y25-54,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6502.982,SEX_M,AGE_AGGREGATE_Y25-54,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2691.296,SEX_M,AGE_AGGREGATE_Y25-54,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1503.477,SEX_M,AGE_AGGREGATE_Y55-64,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1089.652,SEX_M,AGE_AGGREGATE_Y55-64,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,413.825,SEX_M,AGE_AGGREGATE_Y55-64,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,373.131,SEX_M,AGE_AGGREGATE_YGE65,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,280.798,SEX_M,AGE_AGGREGATE_YGE65,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,92.333,SEX_M,AGE_AGGREGATE_YGE65,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,9334.86,SEX_F,AGE_AGGREGATE_YGE15,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6492.11,SEX_F,AGE_AGGREGATE_YGE15,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2842.75,SEX_F,AGE_AGGREGATE_YGE15,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1797.432,SEX_F,AGE_AGGREGATE_Y15-24,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1305.09,SEX_F,AGE_AGGREGATE_Y15-24,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,492.342,SEX_F,AGE_AGGREGATE_Y15-24,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6600.108,SEX_F,AGE_AGGREGATE_Y25-54,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,4523.307,SEX_F,AGE_AGGREGATE_Y25-54,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2076.801,SEX_F,AGE_AGGREGATE_Y25-54,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,777.494,SEX_F,AGE_AGGREGATE_Y55-64,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,544.552,SEX_F,AGE_AGGREGATE_Y55-64,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,232.942,SEX_F,AGE_AGGREGATE_Y55-64,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,159.826,SEX_F,AGE_AGGREGATE_YGE65,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,119.161,SEX_F,AGE_AGGREGATE_YGE65,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,40.665,SEX_F,AGE_AGGREGATE_YGE65,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,22608.497,SEX_T,AGE_10YRBANDS_YGE15,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,15984.443,SEX_T,AGE_10YRBANDS_YGE15,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6624.054,SEX_T,AGE_10YRBANDS_YGE15,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,4000.183,SEX_T,AGE_10YRBANDS_Y15-24,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2923.991,SEX_T,AGE_10YRBANDS_Y15-24,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1076.191,SEX_T,AGE_10YRBANDS_Y15-24,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6203.86,SEX_T,AGE_10YRBANDS_Y25-34,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,4403.315,SEX_T,AGE_10YRBANDS_Y25-34,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1800.544,SEX_T,AGE_10YRBANDS_Y25-34,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,5405.481,SEX_T,AGE_10YRBANDS_Y35-44,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,3756.213,SEX_T,AGE_10YRBANDS_Y35-44,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1649.268,SEX_T,AGE_10YRBANDS_Y35-44,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,4185.045,SEX_T,AGE_10YRBANDS_Y45-54,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2866.76,SEX_T,AGE_10YRBANDS_Y45-54,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1318.285,SEX_T,AGE_10YRBANDS_Y45-54,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2280.971,SEX_T,AGE_10YRBANDS_Y55-64,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1634.204,SEX_T,AGE_10YRBANDS_Y55-64,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,646.768,SEX_T,AGE_10YRBANDS_Y55-64,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,532.958,SEX_T,AGE_10YRBANDS_YGE65,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,399.96,SEX_T,AGE_10YRBANDS_YGE65,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,132.998,SEX_T,AGE_10YRBANDS_YGE65,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,13273.637,SEX_M,AGE_10YRBANDS_YGE15,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,9492.333,SEX_M,AGE_10YRBANDS_YGE15,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,3781.303,SEX_M,AGE_10YRBANDS_YGE15,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2202.75,SEX_M,AGE_10YRBANDS_Y15-24,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1618.901,SEX_M,AGE_10YRBANDS_Y15-24,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,583.849,SEX_M,AGE_10YRBANDS_Y15-24,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,3448.973,SEX_M,AGE_10YRBANDS_Y25-34,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2469.097,SEX_M,AGE_10YRBANDS_Y25-34,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,979.876,SEX_M,AGE_10YRBANDS_Y25-34,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,3176.535,SEX_M,AGE_10YRBANDS_Y35-44,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2222.305,SEX_M,AGE_10YRBANDS_Y35-44,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,954.23,SEX_M,AGE_10YRBANDS_Y35-44,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2568.77,SEX_M,AGE_10YRBANDS_Y45-54,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1811.58,SEX_M,AGE_10YRBANDS_Y45-54,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,757.19,SEX_M,AGE_10YRBANDS_Y45-54,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1503.477,SEX_M,AGE_10YRBANDS_Y55-64,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1089.652,SEX_M,AGE_10YRBANDS_Y55-64,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,413.825,SEX_M,AGE_10YRBANDS_Y55-64,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,373.131,SEX_M,AGE_10YRBANDS_YGE65,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,280.798,SEX_M,AGE_10YRBANDS_YGE65,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,92.333,SEX_M,AGE_10YRBANDS_YGE65,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,9334.86,SEX_F,AGE_10YRBANDS_YGE15,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,6492.11,SEX_F,AGE_10YRBANDS_YGE15,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2842.75,SEX_F,AGE_10YRBANDS_YGE15,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1797.432,SEX_F,AGE_10YRBANDS_Y15-24,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1305.09,SEX_F,AGE_10YRBANDS_Y15-24,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,492.342,SEX_F,AGE_10YRBANDS_Y15-24,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2754.887,SEX_F,AGE_10YRBANDS_Y25-34,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1934.218,SEX_F,AGE_10YRBANDS_Y25-34,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,820.669,SEX_F,AGE_10YRBANDS_Y25-34,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,2228.946,SEX_F,AGE_10YRBANDS_Y35-44,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1533.908,SEX_F,AGE_10YRBANDS_Y35-44,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,695.038,SEX_F,AGE_10YRBANDS_Y35-44,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1616.275,SEX_F,AGE_10YRBANDS_Y45-54,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,1055.18,SEX_F,AGE_10YRBANDS_Y45-54,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,561.094,SEX_F,AGE_10YRBANDS_Y45-54,GEO_COV_URB,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,777.494,SEX_F,AGE_10YRBANDS_Y55-64,GEO_COV_NAT,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,544.552,SEX_F,AGE_10YRBANDS_Y55-64,GEO_COV_RUR,R1:3513_S3:6
ILOSTAT bulk download facility,EAP_TEAP_SEX_AGE_GEO_NB,EAP_TEAP_SEX_AGE_GEO_NB,MMR,2020,232.942,SEX_F,AGE_10YRBANDS_Y55-64,GEO_COV_URB,R1:3513_S3:6
